"Sandia", 68.19, 972
"Lima", 1228.56, 178
"Limon", 332.50, 602
"Pepino", 33.57, 485
"Ciruela", 984.04, 1008
"Berenjena", 46.35, 522
"Lechuga", 36.62, 792
"Esparrago", 636.17, 198
"Zuccini", 89.89, 696
"Naranja", 14.17, 930
"Berenjena", 51.57, 678
"Calabaza", 21.44, 912
"Cebolla", 65.40, 888
"Batata", 24.99, 1040
"Durazno", 128.99, 800
"Esparrago", 647.17, 164
"Pera", 155.89, 950
"Berenjena", 51.10, 552
"Naranja", 13.06, 850
"Alcachofa", 136.93, 330
"Champignon", 3717.83, 111
"Lima", 1030.00, 228
"Ajo", 910.77, 108
"Calabaza", 14.98, 800
"Naranja", 17.15, 1160
"Durazno", 128.95, 688
"Frambuesa", 2069.63, 112
"Berenjena", 56.23, 552
"Cebolla", 58.79, 832
"Mandarina", 33.48, 1040
"Batata", 20.93, 910
"Kiwi", 440.48, 476
"Berenjena", 56.87, 594
"Lima", 1362.50, 210
"Lechuga", 51.68, 927
"Durazno", 144.42, 760
"Champignon", 3624.85, 82
"Morron", 2943.45, 492
"Calabaza", 13.37, 696
"Limon", 307.87, 686
"Naranja", 10.58, 1110
"Coliflor", 22.39, 510
"Banana", 60.15, 960
"Esparrago", 607.49, 236
"Naranja", 12.85, 1180
"Palta", 1189.68, 456
"Palta", 451.06, 425
"Durazno", 252.44, 752
"Lima", 1014.53, 200
"Zuccini", 100.29, 624
"Apio", 59.28, 312
"Coliflor", 21.00, 450
"Melon", 97.02, 436
"Esparrago", 640.98, 214
"Zanahoria", 31.69, 510
"Choclo", 54.73, 333
"Palta", 484.12, 495
"Ajo", 930.80, 90
"Pera", 132.50, 1130
"Zuccini", 80.39, 570
"Coliflor", 22.23, 525
"Mandarina", 11.85, 1180
"Lima", 1212.79, 208
"Zanahoria", 33.55, 666
"Durazno", 133.74, 784
"Batata", 8.32, 990
"Lima", 1176.52, 214
"Limon", 352.16, 623
"Higo", 2521.37, 88
"Batata", 25.04, 1200
"Lima", 1378.09, 164
"Frambuesa", 2087.39, 96
"Kinoto", 39.27, 214
"Pomelo", 57.56, 864
"Frambuesa", 2108.20, 118
"Ajo", 934.76, 86
"Cereza", 1020.48, 160
"Mandarina", 14.64, 990
"Lima", 1240.80, 220
"Durazno", 133.11, 840
"Durazno", 134.75, 864
"Mandarina", 30.08, 860
"Esparrago", 561.64, 218
"Pepino", 37.97, 495
"TomCherry", 613.65, 182
"Manzana", 148.53, 1080
"Acelga", 27.27, 747
"Durazno", 156.25, 824
"Lima", 1067.80, 230
"Uva", 695.98, 246
"Berenjena", 52.99, 702
"Morron", 2905.46, 684
"Morron", 2896.29, 702
"Durazno", 296.25, 680
"Ajo", 970.86, 116
"Choclo", 46.45, 291
"Berenjena", 60.96, 480
"Melon", 119.30, 480
"Lima", 1415.47, 236
"Uva", 730.58, 345
"Rabanito", 221.85, 333
"Lima", 1051.79, 176
"Naranja", 10.85, 970
"Durazno", 146.45, 648
"Mandarina", 15.26, 1130
"Esparrago", 612.21, 178
"Lechuga", 40.97, 945
"Cebolla", 72.96, 680
"Uva", 707.47, 318
"Champignon", 3452.65, 94
"Durazno", 156.76, 912
"Pepino", 40.95, 585
"Naranja", 14.89, 970
"Palta", 1089.99, 416
"Melon", 91.85, 348
"Zanahoria", 37.14, 570
"Manzana", 132.37, 1080
"Batata", 13.81, 1040
"Pepino", 55.48, 490
"Lima", 1348.94, 204
"Sandia", 53.47, 765
"Durazno", 172.21, 952
"Lima", 1414.59, 216
"Rabanito", 226.30, 309
"Calabaza", 15.37, 800
"Durazno", 171.40, 848
"Calabaza", 13.17, 760
"TomCherry", 573.41, 202
"Naranja", 7.37, 1100
"Pepino", 35.10, 510
"Kiwi", 455.17, 456
"Mandarina", 17.16, 820
"Berenjena", 56.39, 636
"Limon", 331.84, 714
"Berenjena", 44.47, 540
"Rabanito", 234.30, 273
"Berenjena", 46.37, 546
"Manzana", 154.04, 890
"Mandarina", 16.88, 810
"Caqui", 855.24, 90
"TomCherry", 548.51, 182
"Mandarina", 16.63, 850
"Melon", 114.10, 400
"Lima", 1214.00, 232
"Durazno", 270.01, 808
"Pepino", 32.54, 420
"Mandarina", 16.99, 990
"Ciruela", 1017.83, 936
"Choclo", 50.04, 273
"Mandarina", 28.16, 970
"Zuccini", 84.72, 540
"Ajo", 916.06, 94
"Repollo", 5.17, 819
"Naranja", 18.08, 940
"Tomate", 706.75, 837
"Higo", 2473.56, 96
"Frutilla", 302.24, 327
"Pera", 158.42, 920
"Rabanito", 228.75, 327
"Durazno", 291.97, 960
"Calabaza", 26.56, 928
"Sandia", 51.94, 774
"Ajo", 886.72, 95
"Higo", 2527.80, 105
"Cebolla", 70.52, 888
"Zuccini", 106.81, 642
"Melon", 114.17, 456
"Batata", 22.76, 1020
"Palta", 1180.19, 416
"Ajo", 907.12, 99
"Manzana", 122.54, 1200
"Choclo", 56.42, 327
"Esparrago", 636.53, 192
"Berenjena", 50.90, 534
"Calabaza", 23.38, 640
"Lima", 1311.84, 164
"Kinoto", 37.53, 172
"Esparrago", 599.38, 216
"Calabaza", 19.67, 840
"Frutilla", 298.69, 327
"Choclo", 52.28, 324
"Mandarina", 27.20, 920
"Champignon", 3546.51, 102
"Mandarina", 14.20, 930
"Lima", 1286.69, 202
"Higo", 2436.03, 99
"Pomelo", 48.09, 864
"Palta", 432.06, 425
"Pepino", 37.55, 585
"Limon", 377.54, 623
"Lima", 1348.92, 222
"Frambuesa", 2027.88, 89
"Mandarina", 11.80, 800
"Papa", 21.99, 1140
"Palta", 477.11, 455
"Durazno", 167.94, 760
"Mandarina", 13.58, 820
"Coliflor", 30.46, 560
"Pepino", 62.75, 505
"Pera", 154.75, 1150
"Manzana", 142.94, 810
"Durazno", 260.94, 696
"Durazno", 182.26, 784
"Choclo", 50.20, 309
"Lima", 1427.65, 186
"Tomate", 727.39, 810
"Palta", 1168.82, 436
"Naranja", 11.07, 900
"Batata", 16.59, 940
"Zanahoria", 29.14, 486
"Ciruela", 973.55, 1044
"Lima", 1416.59, 208
"Batata", 17.32, 910
"Esparrago", 578.39, 230
"Apio", 70.96, 315
"Champignon", 3696.97, 82
"Kinoto", 24.16, 208
"Rabanito", 203.88, 267
"Esparrago", 655.99, 190
"Champignon", 3533.76, 96
"Pomelo", 37.13, 945
"Higo", 2459.53, 102
"Pera", 146.53, 1010
"Pepino", 40.43, 535
"Lima", 1413.88, 174
"Frambuesa", 2073.77, 120
"Limon", 307.14, 749
"Acelga", 20.35, 765
"Mandarina", 31.30, 920
"Frutilla", 257.48, 306
"Rabanito", 256.74, 348
"Pomelo", 56.20, 873
"Melon", 85.21, 372
"Sandia", 70.30, 1017
"Cebolla", 70.18, 864
"Zuccini", 86.09, 606
"Uva", 744.58, 249
"Pepino", 41.74, 480
"Lima", 1037.87, 190
"Ciruela", 966.32, 747
"Batata", 23.92, 900
"Zanahoria", 33.96, 696
"Banana", 64.19, 1110
"Tomate", 725.16, 837
"Palta", 1135.78, 328
"Berenjena", 50.45, 546
"Frambuesa", 2074.57, 92
"Choclo", 53.65, 339
"Lima", 1015.58, 218
"Durazno", 154.52, 880
"Lechuga", 36.25, 819
"Zanahoria", 36.36, 588
"Pepino", 39.86, 525
"Acelga", 17.55, 765
"Lima", 1232.27, 212
"Ciruela", 982.56, 747
"Cebolla", 59.51, 640
"Acelga", 16.41, 747
"Coliflor", 29.61, 485
"Rabanito", 231.41, 282
"Lima", 1086.89, 182
"Caqui", 805.90, 82
"Morron", 3040.56, 564
"Champignon", 3543.12, 108
"Pepino", 34.63, 565
"Berenjena", 53.11, 522
"Palta", 1117.09, 420
"Ciruela", 949.57, 756
"Mandarina", 22.29, 840
"Champignon", 3703.11, 111
"Brocoli", 369.52, 408
"Limon", 303.36, 644
"Champignon", 3557.40, 94
"Berenjena", 60.27, 576
"Morron", 2874.52, 516
"Naranja", 22.26, 1180
"Mandarina", 17.90, 1090
"Apio", 62.11, 249
"Palta", 1164.19, 460
"Morron", 2966.63, 648
"Banana", 64.18, 910
"Batata", 26.92, 890
"Palta", 468.49, 515
"Zanahoria", 33.81, 498
"Frambuesa", 2105.70, 88
"Zuccini", 74.04, 666
"Lima", 1361.04, 202
"Lima", 1320.78, 180
"Palta", 1047.07, 324
"Mandarina", 31.46, 860
"Ajo", 919.05, 110
"Frambuesa", 2014.09, 99
"Apio", 66.81, 348
"Choclo", 56.75, 294
"Naranja", 10.67, 820
"Uva", 716.69, 360
"Esparrago", 607.85, 200
"Lima", 1268.80, 200
"Berenjena", 58.14, 612
"Pepino", 45.04, 535
"Durazno", 142.29, 760
"Pomelo", 47.90, 999
"Champignon", 3508.28, 115
"Melon", 95.93, 424
"Acelga", 25.88, 1008
"Coliflor", 29.24, 405
"Lima", 1354.15, 226
"Pomelo", 45.12, 918
"Mandarina", 18.39, 1200
"Alcachofa", 152.09, 345
"Champignon", 3579.83, 100
"Ciruela", 927.28, 882
"Acelga", 17.50, 918
"Cereza", 1071.97, 198
"Cebolla", 58.24, 848
"Zanahoria", 33.74, 576
"Zuccini", 88.64, 696
"Repollo", 4.30, 644
"Sandia", 73.33, 810
"Lima", 1044.25, 182
"Kiwi", 415.68, 408
"Mandarina", 15.09, 1100
"Higo", 2537.83, 105
"Tomate", 708.41, 990
